date,symbol,open_price,high_price,low_price,close_price,volume,daily_change,daily_change_pct,sector,market_cap,pe_ratio,dividend_yield,ma_7,ma_30,signal
2024-05-20,AAPL,146.02,147.16,143.02,144.92,68264663,-1.1,-0.76,Technology,Large Cap,16.03,1.34,142.0,150.94,Sell
2024-05-20,AMZN,150.38,154.66,149.67,151.64,30568403,1.26,0.84,Technology,Large Cap,41.51,0.09,143.18,145.53,Sell
2024-05-20,GOOGL,123.91,126.64,122.78,124.5,87362808,0.59,0.48,Technology,Mega Cap,15.96,0.64,133.86,129.08,Buy
2024-05-20,MSFT,331.79,333.92,326.71,330.5,28017193,-1.3,-0.39,Technology,Mega Cap,44.13,1.56,338.57,364.42,Sell
2024-05-20,TSLA,239.88,243.66,237.55,240.05,17579781,0.17,0.07,Technology,Mega Cap,26.69,1.34,247.36,256.74,Sell
2024-05-21,AAPL,144.21,146.7,142.61,145.19,72140852,0.98,0.68,Technology,Mega Cap,38.97,0.67,142.16,150.53,Sell
2024-05-21,AMZN,152.83,153.4,150.37,152.74,90913613,-0.09,-0.06,Technology,Mega Cap,18.67,0.13,144.74,145.61,Sell
2024-05-21,GOOGL,124.78,127.0,123.17,124.74,73358648,-0.03,-0.03,Technology,Large Cap,44.19,0.09,132.19,129.0,Buy
2024-05-21,MSFT,341.14,346.07,336.84,340.4,22640370,-0.74,-0.22,Technology,Mega Cap,42.08,0.37,337.4,362.92,Sell
2024-05-21,TSLA,244.56,248.14,240.78,242.98,88118948,-1.59,-0.65,Technology,Mega Cap,33.18,1.19,246.1,256.15,Sell
2024-05-22,AAPL,144.11,147.23,141.59,144.91,50859083,0.8,0.55,Technology,Large Cap,47.28,2.0,142.67,150.2,Sell
2024-05-22,AMZN,151.33,153.4,150.14,152.33,56636063,1.0,0.66,Technology,Large Cap,47.69,1.45,146.82,145.65,Buy
2024-05-22,GOOGL,124.68,125.29,123.91,124.36,38711625,-0.31,-0.25,Technology,Large Cap,49.76,0.94,130.66,128.93,Buy
2024-05-22,MSFT,344.74,351.12,336.41,341.67,30043256,-3.07,-0.89,Technology,Mega Cap,41.11,0.15,336.56,361.97,Sell
2024-05-22,TSLA,238.98,239.81,237.46,238.63,80497574,-0.35,-0.15,Technology,Mega Cap,44.33,0.45,244.31,255.48,Sell
2024-05-23,AAPL,145.36,147.23,142.56,145.07,92793159,-0.29,-0.2,Technology,Large Cap,22.25,1.31,143.19,150.02,Sell
2024-05-23,AMZN,149.49,152.24,146.68,149.8,61924247,0.31,0.21,Technology,Large Cap,27.43,1.51,148.22,145.74,Buy
2024-05-23,GOOGL,126.75,128.25,125.62,126.45,66314386,-0.3,-0.23,Technology,Mega Cap,29.42,0.96,129.15,129.01,Buy
2024-05-23,MSFT,337.56,341.55,332.64,337.65,59501049,0.1,0.03,Technology,Mega Cap,30.02,0.88,335.48,360.81,Sell
2024-05-23,TSLA,234.95,237.26,232.4,237.04,67943216,2.09,0.89,Technology,Mega Cap,38.64,0.82,242.02,254.92,Sell
2024-05-24,AAPL,146.15,150.03,145.48,147.14,63047388,0.99,0.68,Technology,Large Cap,36.56,0.89,144.23,149.85,Sell
2024-05-24,AMZN,145.64,147.13,144.99,145.36,99321276,-0.28,-0.2,Technology,Mega Cap,47.19,0.39,148.65,145.68,Buy
2024-05-24,GOOGL,128.91,129.28,126.92,127.68,63793181,-1.22,-0.95,Technology,Mega Cap,33.54,0.87,127.73,129.05,Sell
2024-05-24,MSFT,346.47,350.19,339.22,344.98,95136189,-1.49,-0.43,Technology,Large Cap,21.19,1.81,336.38,359.66,Sell
2024-05-24,TSLA,227.49,231.41,224.15,229.58,82358006,2.09,0.92,Technology,Large Cap,30.6,1.66,238.58,254.15,Sell
2024-05-25,AAPL,150.39,152.57,146.38,148.93,51537154,-1.46,-0.97,Technology,Mega Cap,15.07,1.9,145.55,149.76,Sell
2024-05-25,AMZN,147.38,148.55,144.22,146.93,24936477,-0.45,-0.3,Technology,Large Cap,41.37,1.57,149.2,145.74,Buy
2024-05-25,GOOGL,130.1,131.52,129.87,131.15,18631032,1.06,0.81,Technology,Large Cap,18.26,1.9,127.14,129.33,Sell
2024-05-25,MSFT,352.02,354.61,346.94,349.06,74560751,-2.96,-0.84,Technology,Mega Cap,39.68,0.55,339.01,358.28,Sell
2024-05-25,TSLA,227.62,233.12,226.71,228.77,29768330,1.15,0.51,Technology,Large Cap,43.58,0.75,236.58,253.22,Sell
2024-05-26,AAPL,142.47,145.15,141.38,142.85,79315225,0.38,0.26,Technology,Large Cap,21.67,0.61,145.57,149.47,Sell
2024-05-26,AMZN,141.87,144.58,140.74,140.74,81372720,-1.12,-0.79,Technology,Large Cap,29.88,1.58,148.51,145.69,Buy
2024-05-26,GOOGL,135.59,135.82,133.0,134.7,25733228,-0.88,-0.65,Technology,Large Cap,43.8,1.0,127.65,129.93,Sell
2024-05-26,MSFT,334.55,337.99,331.89,335.9,48049220,1.35,0.4,Technology,Mega Cap,44.04,0.38,340.02,356.46,Sell
2024-05-26,TSLA,227.97,232.46,225.35,226.17,84886322,-1.8,-0.79,Technology,Large Cap,47.35,0.1,234.75,252.1,Sell
2024-05-27,AAPL,142.42,142.89,141.22,142.87,84708587,0.45,0.32,Technology,Large Cap,46.68,0.89,145.28,149.16,Sell
2024-05-27,AMZN,139.48,141.53,135.96,138.52,53171128,-0.96,-0.69,Technology,Mega Cap,24.13,0.53,146.63,145.53,Buy
2024-05-27,GOOGL,134.29,136.1,132.66,133.37,75349017,-0.92,-0.68,Technology,Large Cap,15.74,0.81,128.92,130.29,Sell
2024-05-27,MSFT,344.01,345.19,337.15,341.3,18081894,-2.71,-0.79,Technology,Large Cap,49.74,0.7,341.57,355.44,Sell
2024-05-27,TSLA,221.96,224.56,218.72,221.36,87983943,-0.6,-0.27,Technology,Mega Cap,20.9,0.93,232.08,250.86,Sell
2024-05-28,AAPL,142.09,144.13,141.13,142.75,79672246,0.65,0.46,Technology,Large Cap,41.05,1.25,144.93,148.75,Sell
2024-05-28,AMZN,135.34,136.56,134.27,134.32,90488551,-1.02,-0.75,Technology,Mega Cap,42.11,1.15,144.0,145.19,Sell
2024-05-28,GOOGL,131.47,132.98,131.21,132.49,80560149,1.02,0.77,Technology,Mega Cap,24.03,1.21,130.03,130.7,Sell
2024-05-28,MSFT,335.31,341.04,328.97,337.17,14963402,1.86,0.55,Technology,Large Cap,30.38,0.57,341.1,354.19,Sell
2024-05-28,TSLA,211.73,217.39,209.36,213.45,47949558,1.72,0.81,Technology,Mega Cap,33.64,0.25,227.86,249.44,Sell
2024-05-29,AAPL,141.37,144.66,139.88,142.55,63445411,1.18,0.83,Technology,Mega Cap,25.15,1.45,144.59,148.36,Sell
2024-05-29,AMZN,138.17,140.04,137.71,138.49,48291666,0.33,0.24,Technology,Large Cap,42.52,1.58,142.02,145.04,Sell
2024-05-29,GOOGL,134.08,135.99,133.98,135.11,50090589,1.03,0.77,Technology,Mega Cap,35.54,1.27,131.56,131.16,Buy
2024-05-29,MSFT,330.3,333.02,325.18,331.17,17441918,0.88,0.27,Technology,Large Cap,28.42,1.44,339.6,352.4,Sell
2024-05-29,TSLA,210.02,215.4,206.65,211.46,46993900,1.44,0.69,Technology,Mega Cap,30.32,0.79,223.98,247.98,Sell
2024-05-30,AAPL,144.31,145.76,142.3,142.9,63517922,-1.41,-0.98,Technology,Large Cap,22.41,1.89,144.28,147.94,Sell
2024-05-30,AMZN,134.82,135.61,134.48,135.41,22959276,0.58,0.43,Technology,Mega Cap,19.68,1.22,139.97,144.76,Sell
2024-05-30,GOOGL,134.3,134.87,131.87,133.39,53921612,-0.91,-0.68,Technology,Large Cap,27.05,0.6,132.56,131.51,Buy
2024-05-30,MSFT,333.87,335.33,330.96,331.67,45246582,-2.2,-0.66,Technology,Large Cap,22.34,1.91,338.75,350.84,Sell
2024-05-30,TSLA,211.73,212.45,207.64,209.96,95612105,-1.77,-0.84,Technology,Large Cap,33.82,1.31,220.11,246.28,Sell
2024-05-31,AAPL,143.47,145.49,141.15,142.44,58327445,-1.03,-0.72,Technology,Mega Cap,21.86,0.05,143.61,147.48,Sell
2024-05-31,AMZN,140.34,143.11,138.24,139.62,45597627,-0.72,-0.52,Technology,Large Cap,26.17,0.79,139.15,144.59,Sell
2024-05-31,GOOGL,130.77,133.26,129.86,131.27,45319694,0.5,0.38,Technology,Large Cap,37.81,0.6,133.07,131.75,Buy
2024-05-31,MSFT,333.71,334.15,327.36,333.31,62504370,-0.4,-0.12,Technology,Mega Cap,31.26,1.89,337.08,349.58,Sell
2024-05-31,TSLA,210.33,212.08,208.64,208.75,67436074,-1.58,-0.75,Technology,Mega Cap,43.79,1.66,217.13,244.4,Sell
2024-06-01,AAPL,147.36,147.66,144.36,146.3,73906770,-1.05,-0.71,Technology,Mega Cap,43.06,1.93,143.24,147.13,Sell
2024-06-01,AMZN,136.21,138.95,134.57,136.91,84610756,0.7,0.52,Technology,Mega Cap,41.59,1.98,137.72,144.38,Sell
2024-06-01,GOOGL,134.48,136.22,131.2,133.56,88026839,-0.92,-0.68,Technology,Large Cap,19.63,1.5,133.41,132.06,Buy
2024-06-01,MSFT,333.18,338.94,327.65,334.09,15759844,0.9,0.27,Technology,Large Cap,21.97,0.16,334.94,348.16,Sell
2024-06-01,TSLA,202.43,203.23,198.58,202.18,15954749,-0.25,-0.13,Technology,Large Cap,39.74,1.79,213.33,242.18,Sell
2024-06-02,AAPL,145.7,148.36,144.92,147.01,58525242,1.31,0.9,Technology,Mega Cap,26.85,1.13,143.83,146.84,Sell
2024-06-02,AMZN,136.47,138.04,134.74,135.65,27079643,-0.82,-0.6,Technology,Large Cap,27.28,1.74,136.99,144.05,Sell
2024-06-02,GOOGL,135.15,137.61,133.46,135.91,94544660,0.75,0.56,Technology,Mega Cap,28.9,1.01,133.59,132.45,Buy
2024-06-02,MSFT,329.0,335.28,325.02,327.07,21953953,-1.93,-0.59,Technology,Large Cap,26.27,1.91,333.68,346.83,Sell
2024-06-02,TSLA,201.54,202.25,199.28,200.28,52681346,-1.26,-0.62,Technology,Mega Cap,28.94,1.91,209.63,239.97,Sell
2024-06-03,AAPL,147.15,148.76,145.61,148.01,79206282,0.86,0.58,Technology,Mega Cap,16.48,0.03,144.57,146.6,Sell
2024-06-03,AMZN,136.71,138.26,136.27,137.23,72087536,0.53,0.38,Technology,Large Cap,20.67,1.54,136.8,143.7,Sell
2024-06-03,GOOGL,139.53,140.0,137.56,139.18,94377776,-0.35,-0.25,Technology,Large Cap,32.78,0.65,134.42,132.87,Buy
2024-06-03,MSFT,333.54,338.87,331.89,336.29,53791600,2.75,0.82,Technology,Large Cap,25.72,0.16,332.97,345.54,Sell
2024-06-03,TSLA,198.33,198.75,196.07,198.03,19099076,-0.3,-0.15,Technology,Large Cap,32.56,1.13,206.3,237.54,Sell
2024-06-04,AAPL,149.38,150.57,147.35,149.54,66954793,0.17,0.11,Technology,Large Cap,47.04,1.51,145.54,146.38,Sell
2024-06-04,AMZN,139.03,142.27,136.9,140.11,11876196,1.08,0.78,Technology,Large Cap,17.4,1.82,137.63,143.54,Sell
2024-06-04,GOOGL,134.46,136.55,134.37,134.52,29491671,0.06,0.04,Technology,Mega Cap,18.45,0.15,134.71,133.08,Buy
2024-06-04,MSFT,345.22,346.45,338.48,345.1,65249424,-0.12,-0.03,Technology,Large Cap,36.76,0.28,334.1,344.89,Sell
2024-06-04,TSLA,196.37,200.11,195.32,197.46,78034007,1.09,0.55,Technology,Mega Cap,35.42,1.15,204.02,235.39,Sell
2024-06-05,AAPL,147.08,149.68,146.13,147.73,77895244,0.65,0.44,Technology,Large Cap,36.4,1.68,146.28,146.05,Buy
2024-06-05,AMZN,137.0,138.93,136.13,137.49,11832037,0.49,0.36,Technology,Large Cap,18.74,0.31,137.49,143.11,Sell
2024-06-05,GOOGL,137.99,139.07,136.12,137.79,49865739,-0.2,-0.15,Technology,Large Cap,30.61,0.8,135.09,133.43,Buy
2024-06-05,MSFT,345.53,350.52,340.85,346.51,87648650,0.99,0.29,Technology,Large Cap,26.1,0.6,336.29,344.19,Sell
2024-06-05,TSLA,195.01,197.5,193.43,195.21,36485383,0.19,0.1,Technology,Large Cap,20.39,0.45,201.7,233.18,Sell
2024-06-06,AAPL,144.75,146.44,143.46,143.69,99140916,-1.06,-0.73,Technology,Large Cap,49.15,1.51,146.39,145.6,Buy
2024-06-06,AMZN,136.59,138.37,133.46,135.4,53414348,-1.19,-0.87,Technology,Mega Cap,28.47,1.21,137.49,142.56,Sell
2024-06-06,GOOGL,133.14,134.47,132.29,133.79,59922066,0.65,0.49,Technology,Mega Cap,34.32,0.67,135.15,133.62,Buy
2024-06-06,MSFT,349.56,354.64,344.83,351.11,98455011,1.55,0.44,Technology,Mega Cap,17.17,0.8,339.07,343.61,Sell
2024-06-06,TSLA,197.71,199.17,192.97,195.92,17292016,-1.79,-0.91,Technology,Mega Cap,25.66,0.99,199.69,231.0,Sell
2024-06-07,AAPL,141.21,141.79,138.25,140.08,94282466,-1.13,-0.8,Technology,Mega Cap,49.79,0.68,146.05,145.1,Buy
2024-06-07,AMZN,134.82,137.83,134.79,135.42,25143824,0.6,0.45,Technology,Large Cap,39.19,1.35,136.89,142.07,Sell
2024-06-07,GOOGL,136.78,138.81,134.66,137.32,92204517,0.54,0.4,Technology,Mega Cap,16.52,1.89,136.01,133.83,Buy
2024-06-07,MSFT,351.21,357.7,348.28,352.27,99483218,1.05,0.3,Technology,Mega Cap,29.82,0.55,341.78,343.11,Sell
2024-06-07,TSLA,202.48,204.73,197.46,201.11,61532852,-1.37,-0.68,Technology,Large Cap,38.9,0.94,198.6,228.88,Sell
2024-06-08,AAPL,141.55,141.99,137.92,140.64,61129840,-0.91,-0.64,Technology,Mega Cap,49.58,1.67,145.24,144.73,Buy
2024-06-08,AMZN,137.52,138.46,134.15,136.44,65545894,-1.08,-0.78,Technology,Mega Cap,49.28,1.8,136.82,141.65,Sell
2024-06-08,GOOGL,134.37,135.89,132.31,134.84,33789060,0.47,0.35,Technology,Mega Cap,40.95,1.78,136.19,133.84,Buy
2024-06-08,MSFT,344.34,347.7,339.52,346.2,58273655,1.85,0.54,Technology,Large Cap,18.6,0.5,343.51,342.31,Buy
2024-06-08,TSLA,201.26,203.53,199.93,201.86,35138088,0.59,0.29,Technology,Mega Cap,46.4,1.31,198.55,227.01,Sell
2024-06-09,AAPL,139.71,140.95,138.79,140.8,92829738,1.09,0.78,Technology,Mega Cap,15.22,1.88,144.36,144.49,Sell
2024-06-09,AMZN,134.41,136.8,132.53,135.25,23398353,0.84,0.62,Technology,Mega Cap,36.39,1.7,136.76,141.3,Sell
2024-06-09,GOOGL,136.35,138.62,132.83,135.31,25492453,-1.05,-0.77,Technology,Mega Cap,47.92,1.29,136.11,133.79,Buy
2024-06-09,MSFT,356.35,359.07,355.0,356.92,43820382,0.57,0.16,Technology,Large Cap,36.07,0.5,347.77,342.06,Buy
2024-06-09,TSLA,198.87,203.38,197.14,200.36,50655734,1.49,0.75,Technology,Large Cap,29.13,0.36,198.56,225.06,Sell
2024-06-10,AAPL,142.44,146.29,142.2,143.54,28841771,1.1,0.77,Technology,Mega Cap,32.01,0.65,143.72,144.25,Sell
2024-06-10,AMZN,131.41,133.6,129.91,132.26,59443066,0.85,0.65,Technology,Mega Cap,34.59,0.08,136.05,140.87,Sell
2024-06-10,GOOGL,137.86,139.85,137.15,139.11,80304538,1.25,0.91,Technology,Large Cap,15.1,0.63,136.1,133.74,Buy
2024-06-10,MSFT,359.06,360.3,355.88,355.89,61436499,-3.17,-0.88,Technology,Mega Cap,39.55,1.83,350.57,342.16,Buy
2024-06-10,TSLA,203.63,205.53,202.03,203.51,42107872,-0.12,-0.06,Technology,Large Cap,18.14,0.55,199.35,223.28,Sell
2024-06-11,AAPL,143.46,145.03,142.57,143.9,44847568,0.44,0.31,Technology,Mega Cap,33.52,0.91,142.91,144.01,Sell
2024-06-11,AMZN,129.76,132.24,127.98,128.51,83879317,-1.25,-0.96,Technology,Mega Cap,49.09,1.29,134.4,140.29,Sell
2024-06-11,GOOGL,141.93,143.13,141.67,142.15,58899821,0.22,0.16,Technology,Mega Cap,41.54,0.75,137.19,133.78,Buy
2024-06-11,MSFT,360.75,367.59,354.77,357.84,46242251,-2.91,-0.81,Technology,Large Cap,49.6,0.57,352.39,342.16,Buy
2024-06-11,TSLA,202.61,203.36,198.43,200.97,17555345,-1.63,-0.81,Technology,Mega Cap,19.7,0.31,199.85,221.76,Sell
2024-06-12,AAPL,142.28,142.93,140.6,141.31,41576847,-0.97,-0.69,Technology,Large Cap,28.41,1.39,141.99,143.8,Sell
2024-06-12,AMZN,129.47,132.83,128.89,130.62,63726364,1.14,0.88,Technology,Mega Cap,33.4,1.2,133.41,139.93,Sell
2024-06-12,GOOGL,137.15,140.21,136.81,138.51,37562140,1.35,0.99,Technology,Large Cap,38.29,1.9,137.29,133.79,Buy
2024-06-12,MSFT,348.2,351.54,343.7,351.07,96267841,2.87,0.82,Technology,Mega Cap,39.06,1.66,353.04,341.82,Buy
2024-06-12,TSLA,201.2,203.21,200.33,202.82,42944735,1.62,0.81,Technology,Mega Cap,17.39,1.66,200.94,219.98,Sell
2024-06-13,AAPL,138.78,142.32,138.6,139.62,53663444,0.84,0.61,Technology,Mega Cap,27.88,0.24,141.41,143.66,Sell
2024-06-13,AMZN,133.44,136.03,131.68,132.14,27037434,-1.3,-0.98,Technology,Large Cap,15.87,1.77,132.95,139.6,Sell
2024-06-13,GOOGL,136.86,140.85,136.48,138.16,10654834,1.3,0.95,Technology,Mega Cap,34.27,1.09,137.91,133.85,Buy
2024-06-13,MSFT,370.13,376.3,366.42,368.07,81906727,-2.06,-0.56,Technology,Mega Cap,25.33,1.99,355.47,342.47,Buy
2024-06-13,TSLA,200.44,201.51,197.2,200.04,90149389,-0.41,-0.2,Technology,Large Cap,27.33,0.25,201.52,218.25,Sell
2024-06-14,AAPL,145.51,146.78,143.59,144.72,68807190,-0.78,-0.54,Technology,Large Cap,49.2,0.54,142.08,143.77,Sell
2024-06-14,AMZN,133.83,136.46,132.46,134.57,65602939,0.74,0.55,Technology,Mega Cap,34.27,1.7,132.83,139.5,Sell
2024-06-14,GOOGL,137.73,141.58,137.55,138.94,55512729,1.2,0.87,Technology,Large Cap,30.65,1.2,138.15,133.98,Buy
2024-06-14,MSFT,381.17,383.16,381.09,381.46,86925283,0.29,0.08,Technology,Large Cap,33.16,0.7,359.64,343.6,Buy
2024-06-14,TSLA,198.27,202.25,197.61,198.62,62119131,0.35,0.17,Technology,Large Cap,43.41,0.7,201.17,216.5,Sell
2024-06-15,AAPL,143.78,144.98,140.51,143.14,38038255,-0.64,-0.44,Technology,Mega Cap,28.26,0.57,142.43,143.83,Sell
2024-06-15,AMZN,133.6,134.6,131.04,132.96,34318130,-0.63,-0.47,Technology,Large Cap,21.99,0.13,132.33,139.26,Sell
2024-06-15,GOOGL,141.6,143.89,140.28,141.1,30969885,-0.5,-0.35,Technology,Large Cap,34.18,0.7,139.04,134.11,Buy
2024-06-15,MSFT,385.52,389.85,384.72,386.58,19504470,1.06,0.27,Technology,Mega Cap,23.98,1.38,365.4,344.98,Buy
2024-06-15,TSLA,202.01,205.66,199.93,202.02,17996121,0.0,0.0,Technology,Mega Cap,39.95,0.45,201.19,214.8,Sell
2024-06-16,AAPL,144.13,144.21,141.06,143.9,11202287,-0.23,-0.16,Technology,Large Cap,48.6,0.99,142.88,143.96,Sell
2024-06-16,AMZN,130.97,131.36,128.8,130.55,48187720,-0.42,-0.32,Technology,Large Cap,48.2,0.91,131.66,138.87,Sell
2024-06-16,GOOGL,140.98,142.07,137.83,140.6,90259432,-0.38,-0.27,Technology,Large Cap,46.07,1.13,139.8,134.21,Buy
2024-06-16,MSFT,371.43,374.91,371.3,374.38,78986384,2.95,0.79,Technology,Large Cap,45.51,1.35,367.9,346.17,Buy
2024-06-16,TSLA,198.61,202.53,195.79,200.4,50382898,1.78,0.9,Technology,Large Cap,44.9,0.15,201.2,213.02,Sell
2024-06-17,AAPL,143.73,145.41,140.67,143.48,70158981,-0.25,-0.17,Technology,Large Cap,40.13,0.57,142.87,144.09,Sell
2024-06-17,AMZN,126.31,126.55,125.13,126.32,68489839,0.01,0.01,Technology,Large Cap,22.96,1.45,130.81,138.31,Sell
2024-06-17,GOOGL,142.46,145.0,139.28,141.94,11853100,-0.52,-0.37,Technology,Mega Cap,26.49,1.79,140.2,134.44,Buy
2024-06-17,MSFT,371.18,377.6,367.31,372.96,33271193,1.78,0.48,Technology,Large Cap,40.71,1.59,370.34,347.58,Buy
2024-06-17,TSLA,203.85,207.94,199.93,204.07,75780431,0.22,0.11,Technology,Mega Cap,31.64,1.86,201.28,211.74,Sell
2024-06-18,AAPL,149.57,150.92,146.06,148.27,31224220,-1.31,-0.87,Technology,Large Cap,18.12,1.9,143.49,144.27,Sell
2024-06-18,AMZN,126.74,129.47,125.37,127.78,25232000,1.05,0.83,Technology,Mega Cap,24.89,0.98,130.71,137.72,Sell
2024-06-18,GOOGL,144.1,144.84,143.61,144.04,41884079,-0.06,-0.04,Technology,Large Cap,32.63,0.63,140.47,134.87,Buy
2024-06-18,MSFT,374.94,379.24,368.36,376.21,56928352,1.27,0.34,Technology,Large Cap,20.65,0.44,372.96,349.16,Buy
2024-06-18,TSLA,199.83,200.98,197.48,198.63,29012121,-1.21,-0.6,Technology,Large Cap,28.72,1.2,200.94,210.39,Sell
2024-06-19,AAPL,155.27,157.59,152.57,155.57,70654237,0.3,0.19,Technology,Mega Cap,32.06,0.8,145.53,144.63,Buy
2024-06-19,AMZN,132.26,133.01,131.01,132.04,77494560,-0.22,-0.17,Technology,Mega Cap,48.66,0.08,130.91,137.06,Sell
2024-06-19,GOOGL,139.06,141.78,136.79,139.45,37911031,0.39,0.28,Technology,Large Cap,16.54,1.73,140.6,135.36,Buy
2024-06-19,MSFT,370.83,372.58,363.88,368.13,14833297,-2.7,-0.73,Technology,Mega Cap,18.68,1.46,375.4,350.41,Buy
2024-06-19,TSLA,197.36,199.81,194.01,198.91,21949911,1.55,0.79,Technology,Mega Cap,16.96,0.88,200.38,209.02,Sell
2024-06-20,AAPL,157.17,159.73,156.61,157.81,40653679,0.64,0.41,Technology,Mega Cap,44.48,1.23,148.13,145.05,Buy
2024-06-20,AMZN,137.28,138.76,134.27,136.36,97613423,-0.92,-0.67,Technology,Large Cap,16.39,1.55,131.51,136.52,Sell
2024-06-20,GOOGL,133.02,135.96,132.22,134.29,68605852,1.27,0.95,Technology,Large Cap,41.62,0.87,140.05,135.68,Buy
2024-06-20,MSFT,375.1,376.88,369.63,375.66,64727669,0.56,0.15,Technology,Large Cap,22.26,1.43,376.48,351.59,Buy
2024-06-20,TSLA,196.21,196.98,192.59,196.51,83779649,0.3,0.15,Technology,Mega Cap,42.94,0.65,199.88,207.47,Sell
2024-06-21,AAPL,158.45,159.26,158.39,158.52,42901055,0.07,0.04,Technology,Mega Cap,26.07,0.35,150.1,145.5,Buy
2024-06-21,AMZN,136.2,138.95,133.58,136.77,46439803,0.57,0.42,Technology,Large Cap,38.37,1.2,131.83,136.0,Sell
2024-06-21,GOOGL,134.78,134.91,132.96,133.81,62420986,-0.97,-0.72,Technology,Mega Cap,45.72,1.72,139.32,136.0,Buy
2024-06-21,MSFT,381.38,388.76,375.29,381.72,25342773,0.34,0.09,Technology,Large Cap,32.63,0.86,376.52,352.92,Buy
2024-06-21,TSLA,192.48,196.05,191.7,192.77,49681451,0.29,0.15,Technology,Large Cap,44.92,0.99,199.04,205.94,Sell
2024-06-22,AAPL,155.52,157.67,153.65,155.9,46183302,0.38,0.24,Technology,Mega Cap,33.07,1.12,151.92,145.86,Buy
2024-06-22,AMZN,136.47,139.52,134.49,137.38,49674314,0.91,0.67,Technology,Large Cap,25.87,0.9,132.46,135.58,Sell
2024-06-22,GOOGL,133.27,134.56,131.92,132.27,82868116,-0.99,-0.75,Technology,Large Cap,18.34,1.33,138.06,136.19,Buy
2024-06-22,MSFT,382.77,384.43,376.65,382.8,97099194,0.03,0.01,Technology,Large Cap,24.84,1.28,375.98,354.43,Buy
2024-06-22,TSLA,194.86,197.35,193.68,196.37,75112989,1.51,0.78,Technology,Mega Cap,15.36,1.86,198.24,204.58,Sell
2024-06-23,AAPL,156.85,158.61,154.55,157.26,69637277,0.41,0.26,Technology,Mega Cap,36.73,1.78,153.83,146.2,Buy
2024-06-23,AMZN,137.34,137.48,135.19,136.56,91043442,-0.78,-0.57,Technology,Large Cap,27.92,1.34,133.32,135.29,Sell
2024-06-23,GOOGL,134.51,135.38,133.66,134.3,70120928,-0.21,-0.15,Technology,Mega Cap,45.28,1.73,137.16,136.41,Buy
2024-06-23,MSFT,391.14,394.44,383.43,389.27,78109942,-1.87,-0.48,Technology,Mega Cap,32.54,1.47,378.11,355.91,Buy
2024-06-23,TSLA,199.17,200.39,198.22,200.0,78264529,0.83,0.42,Technology,Mega Cap,45.62,0.69,198.18,203.6,Sell
2024-06-24,AAPL,156.91,160.85,154.12,158.13,62504191,1.22,0.78,Technology,Large Cap,28.43,0.12,155.92,146.51,Buy
2024-06-24,AMZN,132.5,133.03,132.5,132.74,81240980,0.24,0.18,Technology,Large Cap,44.4,0.25,134.23,134.82,Sell
2024-06-24,GOOGL,133.1,133.56,132.78,133.23,52720026,0.13,0.1,Technology,Mega Cap,16.74,1.43,135.91,136.48,Sell
2024-06-24,MSFT,391.21,397.13,381.7,388.53,66218120,-2.68,-0.68,Technology,Large Cap,49.5,0.29,380.33,357.22,Buy
2024-06-24,TSLA,198.18,201.35,193.8,197.42,66625020,-0.77,-0.39,Technology,Large Cap,49.53,0.57,197.23,202.55,Sell
2024-06-25,AAPL,156.81,158.16,153.78,157.54,20128607,0.73,0.47,Technology,Large Cap,36.3,0.77,157.25,147.0,Buy
2024-06-25,AMZN,134.15,134.64,133.25,134.42,39002185,0.27,0.2,Technology,Mega Cap,25.89,0.21,135.18,134.61,Buy
2024-06-25,GOOGL,131.63,134.01,130.59,131.15,83872862,-0.47,-0.36,Technology,Mega Cap,15.38,1.88,134.07,136.36,Sell
2024-06-25,MSFT,368.3,373.63,366.65,370.62,11722277,2.31,0.63,Technology,Large Cap,44.97,1.25,379.53,358.38,Buy
2024-06-25,TSLA,200.91,204.72,198.46,200.83,47808061,-0.09,-0.04,Technology,Mega Cap,33.38,0.52,197.54,201.71,Sell
2024-06-26,AAPL,157.49,160.14,156.92,158.57,21025028,1.08,0.69,Technology,Large Cap,31.04,1.74,157.68,147.52,Buy
2024-06-26,AMZN,136.1,137.78,134.94,135.01,89738955,-1.08,-0.8,Technology,Mega Cap,25.99,0.46,135.61,134.49,Buy
2024-06-26,GOOGL,134.44,135.43,133.34,134.38,71695085,-0.06,-0.05,Technology,Mega Cap,43.14,0.95,133.35,136.4,Sell
2024-06-26,MSFT,361.69,367.18,356.22,361.86,51505620,0.17,0.05,Technology,Large Cap,19.82,0.91,378.64,359.06,Buy
2024-06-26,TSLA,198.53,201.77,195.89,197.4,62744412,-1.14,-0.57,Technology,Large Cap,26.43,0.77,197.33,200.91,Sell
2024-06-27,AAPL,161.49,163.17,159.08,160.68,50835486,-0.81,-0.5,Technology,Mega Cap,41.27,1.74,158.09,148.12,Buy
2024-06-27,AMZN,138.62,141.11,138.39,138.62,93194061,-0.0,-0.0,Technology,Large Cap,23.04,0.32,135.93,134.63,Buy
2024-06-27,GOOGL,132.98,133.57,131.47,132.61,41716460,-0.37,-0.28,Technology,Large Cap,17.95,0.81,133.11,136.4,Sell
2024-06-27,MSFT,366.64,371.15,358.77,363.79,56414753,-2.85,-0.78,Technology,Large Cap,23.85,1.74,376.94,359.95,Buy
